"","REF_DATE","Type.of.crop","GEO","Average.farm.price..dollars.per.tonne.","Average.yield..kilograms.per.hectare.","Production..metric.tonnes.","Seeded.area..acres.","Seeded.area..hectares.","Total.farm.value..dollars."
"14173",1971,"Rye, spring","MB",28,1335,800,1500,600,22
"14174",1971,"Rye, spring","NB",NA,NA,0,NA,NA,NA
"14175",1971,"Rye, spring","NL",NA,NA,0,NA,NA,NA
"14176",1971,"Rye, spring","NS",NA,NA,0,NA,NA,NA
"14177",1971,"Rye, spring","ON",NA,NA,0,NA,NA,NA
"14178",1971,"Rye, spring","PE",NA,NA,0,NA,NA,NA
"14179",1971,"Rye, spring","QC",NA,NA,0,NA,NA,NA
"14180",1971,"Rye, spring","SK",31,1120,11200,25600,10000,352
"14181",1971,"Soybeans","AB",NA,NA,0,NA,NA,NA
"14182",1971,"Soybeans","BC",NA,NA,0,NA,NA,NA
"14183",1971,"Soybeans","MB",NA,NA,0,NA,NA,NA
"14184",1971,"Soybeans","NB",NA,NA,0,NA,NA,NA
"14185",1971,"Soybeans","NL",NA,NA,0,NA,NA,NA
"14186",1971,"Soybeans","NS",NA,NA,0,NA,NA,NA
"14187",1971,"Soybeans","ON",109,1885,279800,367000,148500,30432
"14188",1971,"Soybeans","PE",NA,NA,0,NA,NA,NA
"14189",1971,"Soybeans","QC",NA,NA,0,NA,NA,NA
"14190",1971,"Soybeans","SK",NA,NA,0,NA,NA,NA
"14191",1971,"Sugar beets","AB",21.1,36500,620800,42045,17000,13097
"14192",1971,"Sugar beets","BC",NA,NA,0,NA,NA,NA
"14193",1971,"Sugar beets","MB",21,26300,329300,30876,12500,6926
"14194",1971,"Sugar beets","NB",NA,NA,0,NA,NA,NA
"14195",1971,"Sugar beets","NL",NA,NA,0,NA,NA,NA
"14196",1971,"Sugar beets","NS",NA,NA,0,NA,NA,NA
"14197",1971,"Sugar beets","ON",NA,NA,0,NA,NA,NA
"14198",1971,"Sugar beets","PE",NA,NA,0,NA,NA,NA
"14199",1971,"Sugar beets","QC",14.3,46400,153000,8175,3300,2192
"14200",1971,"Sugar beets","SK",NA,NA,0,NA,NA,NA
"14201",1971,"Sunflower seed","AB",99,565,3100,13600,5500,306
"14202",1971,"Sunflower seed","BC",NA,NA,0,NA,NA,NA
"14203",1971,"Sunflower seed","MB",135,840,52700,155000,62700,7091
"14204",1971,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"14205",1971,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"14206",1971,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"14207",1971,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"14208",1971,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"14209",1971,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"14210",1971,"Sunflower seed","SK",88,730,20900,70800,28700,1841
"14211",1971,"Tame hay","AB",23.7,3740,4491000,2959000,1200000,106425
"14212",1971,"Tame hay","BC",30,6800,1415000,513000,208000,42510
"14213",1971,"Tame hay","MB",18.2,4330,1905000,1084000,440000,34650
"14214",1971,"Tame hay","NB",20,4520,298000,164000,66000,5970
"14215",1971,"Tame hay","NL",NA,NA,0,NA,NA,NA
"14216",1971,"Tame hay","NS",20.4,4940,306000,153000,62000,6234
"14217",1971,"Tame hay","ON",18.7,5440,5953000,2707000,1095000,111554
"14218",1971,"Tame hay","PE",16.5,4690,244000,128000,52000,4035
"14219",1971,"Tame hay","QC",23.7,4640,5068000,2699000,1092000,120120
"14220",1971,"Tame hay","SK",23.1,3390,2268000,1646000,670000,52500
"14221",1971,"Wheat, all","AB",48,1780,2477000,3443000,1393000,118300
"14222",1971,"Wheat, all","BC",46,2045,90200,109000,44100,4176
"14223",1971,"Wheat, all","MB",50,1975,2014000,2519000,1019000,101380
"14224",1971,"Wheat, all","NB",53,2360,5900,6200,2500,313
"14225",1971,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"14226",1971,"Wheat, all","NS",59,2550,5100,4900,2000,299
"14227",1971,"Wheat, all","ON",63,2740,394800,355900,144000,24943
"14228",1971,"Wheat, all","PE",56,2565,6800,6600,2650,383
"14229",1971,"Wheat, all","QC",61,1840,29100,39100,15800,1778
"14230",1971,"Wheat, all","SK",50,1795,9389000,12923000,5229000,465750
"14231",1971,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"14232",1971,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"14233",1971,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"14234",1971,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"14235",1971,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"14236",1971,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"14237",1971,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"14238",1971,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"14239",1971,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"14240",1971,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"14241",1971,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"14242",1971,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"14243",1971,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"14244",1971,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"14245",1971,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"14246",1971,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"14247",1971,"Wheat, spring","ON",63,1965,11800,14900,6000,743
"14248",1971,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"14249",1971,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"14250",1971,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"14251",1971,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"14252",1971,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"14253",1971,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"14254",1971,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"14255",1971,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"14256",1971,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"14257",1971,"Wheat, winter remaining","ON",63,2775,383000,NA,NA,24200
"14258",1971,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"14259",1971,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"14260",1971,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"14261",1972,"Barley","AB",58,2380,5008000,5200000,2104000,289800
"14262",1972,"Barley","BC",46,1650,100200,150000,60700,4646
"14263",1972,"Barley","MB",58,2180,1851000,2100000,850000,107100
"14264",1972,"Barley","NB",53,2160,8200,9400,3800,432
"14265",1972,"Barley","NL",NA,NA,0,NA,NA,NA
"14266",1972,"Barley","NS",59,2610,6650,6300,2550,390
"14267",1972,"Barley","ON",56,2630,399300,375000,151800,22556
"14268",1972,"Barley","PE",55,2910,29400,25000,10100,1606
"14269",1972,"Barley","QC",67,1655,28100,42000,17000,1869
"14270",1972,"Barley","SK",56,2070,3854000,4600000,1862000,217710
"14271",1972,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"14272",1972,"Beans, all dry (white and coloured)","BC",NA,NA,0,NA,NA,NA
"14273",1972,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"14274",1972,"Beans, all dry (white and coloured)","NB",NA,NA,0,NA,NA,NA
"14275",1972,"Beans, all dry (white and coloured)","NL",NA,NA,0,NA,NA,NA
"14276",1972,"Beans, all dry (white and coloured)","NS",NA,NA,0,NA,NA,NA
"14277",1972,"Beans, all dry (white and coloured)","ON",202,1625,87500,133000,53800,17650
"14278",1972,"Beans, all dry (white and coloured)","PE",NA,NA,0,NA,NA,NA
"14279",1972,"Beans, all dry (white and coloured)","QC",184,1000,550,1400,550,101
"14280",1972,"Beans, all dry (white and coloured)","SK",NA,NA,0,NA,NA,NA
"14281",1972,"Buckwheat","AB",NA,NA,0,0,NA,0
"14282",1972,"Buckwheat","BC",NA,NA,0,NA,NA,NA
"14283",1972,"Buckwheat","MB",64,825,25050,75000,30400,1610
"14284",1972,"Buckwheat","NB",55,2055,1850,2200,900,102
"14285",1972,"Buckwheat","NL",NA,NA,0,NA,NA,NA
"14286",1972,"Buckwheat","NS",NA,NA,0,NA,NA,NA
"14287",1972,"Buckwheat","ON",66,1275,6250,12000,4900,412
"14288",1972,"Buckwheat","PE",NA,NA,0,NA,NA,NA
"14289",1972,"Buckwheat","QC",61,925,3700,10000,4000,224
"14290",1972,"Buckwheat","SK",63,620,1400,5500,2250,88
"14291",1972,"Canola (rapeseed)","AB",138,1035,544300,1300000,526100,74880
"14292",1972,"Canola (rapeseed)","BC",138,935,18100,48000,19400,2496
"14293",1972,"Canola (rapeseed)","MB",137,1015,192800,470000,190200,26350
"14294",1972,"Canola (rapeseed)","NB",NA,NA,0,NA,NA,NA
"14295",1972,"Canola (rapeseed)","NL",NA,NA,0,NA,NA,NA
"14296",1972,"Canola (rapeseed)","NS",NA,NA,0,NA,NA,NA
"14297",1972,"Canola (rapeseed)","ON",NA,NA,0,NA,NA,NA
"14298",1972,"Canola (rapeseed)","PE",NA,NA,0,NA,NA,NA
"14299",1972,"Canola (rapeseed)","QC",NA,NA,0,NA,NA,NA
"14300",1972,"Canola (rapeseed)","SK",142,925,562500,1500000,607000,79856
"14301",1972,"Corn for grain","AB",NA,NA,0,NA,NA,NA
"14302",1972,"Corn for grain","BC",NA,NA,0,NA,NA,NA
"14303",1972,"Corn for grain","MB",61,3360,17800,13000,5300,1085
"14304",1972,"Corn for grain","NB",NA,NA,0,NA,NA,NA
"14305",1972,"Corn for grain","NL",NA,NA,0,NA,NA,NA
"14306",1972,"Corn for grain","NS",NA,NA,0,NA,NA,NA
"14307",1972,"Corn for grain","ON",64,4765,2355000,1220000,494000,151134
"14308",1972,"Corn for grain","PE",NA,NA,0,NA,NA,NA
"14309",1972,"Corn for grain","QC",74,4210,194000,114000,46100,14359
"14310",1972,"Corn for grain","SK",NA,NA,0,NA,NA,NA
"14311",1972,"Corn for silage","AB",0,0,0,0,0,0
"14312",1972,"Corn for silage","BC",11,41270,227000,13500,5500,2500
"14313",1972,"Corn for silage","MB",11,16290,145000,22000,8900,1600
"14314",1972,"Corn for silage","NB",0,0,0,0,0,0
"14315",1972,"Corn for silage","NL",NA,NA,0,NA,NA,NA
"14316",1972,"Corn for silage","NS",0,0,0,0,0,0
"14317",1972,"Corn for silage","ON",8,29160,7902000,670000,271000,63322
"14318",1972,"Corn for silage","PE",0,0,0,0,0,0
"14319",1972,"Corn for silage","QC",11.6,24800,1515000,151000,61100,17502
"14320",1972,"Corn for silage","SK",NA,NA,0,NA,NA,NA
"14321",1972,"Flaxseed","AB",157,995,68600,170000,69000,10800
"14322",1972,"Flaxseed","BC",NA,NA,0,0,NA,0
"14323",1972,"Flaxseed","MB",161,740,149900,500000,202000,24190
"14324",1972,"Flaxseed","NB",NA,NA,0,NA,NA,NA
"14325",1972,"Flaxseed","NL",NA,NA,0,NA,NA,NA
"14326",1972,"Flaxseed","NS",NA,NA,0,NA,NA,NA
"14327",1972,"Flaxseed","ON",118,1125,450,1000,400,53
"14328",1972,"Flaxseed","PE",NA,NA,0,NA,NA,NA
"14329",1972,"Flaxseed","QC",NA,NA,0,0,NA,0
"14330",1972,"Flaxseed","SK",157,870,228600,650000,263000,35820
"14331",1972,"Lentils","AB",NA,NA,0,NA,NA,NA
"14332",1972,"Lentils","BC",NA,NA,0,NA,NA,NA
"14333",1972,"Lentils","MB",NA,NA,0,NA,NA,NA
"14334",1972,"Lentils","NB",NA,NA,0,NA,NA,NA
"14335",1972,"Lentils","NL",NA,NA,0,NA,NA,NA
"14336",1972,"Lentils","NS",NA,NA,0,NA,NA,NA
"14337",1972,"Lentils","ON",NA,NA,0,NA,NA,NA
"14338",1972,"Lentils","PE",NA,NA,0,NA,NA,NA
"14339",1972,"Lentils","QC",NA,NA,0,NA,NA,NA
"14340",1972,"Lentils","SK",NA,NA,0,NA,NA,NA
"14341",1972,"Mixed grains","AB",51,2465,449100,450000,182100,22880
"14342",1972,"Mixed grains","BC",61,2215,6750,7500,3050,412
"14343",1972,"Mixed grains","MB",53,2175,255100,290000,117400,13500
"14344",1972,"Mixed grains","NB",50,2455,8600,8700,3500,430
"14345",1972,"Mixed grains","NL",NA,NA,0,NA,NA,NA
"14346",1972,"Mixed grains","NS",51,2780,8200,7300,2950,422
"14347",1972,"Mixed grains","ON",49,2915,1050000,890000,360200,51442
"14348",1972,"Mixed grains","PE",51,2880,78000,67000,27100,4010
"14349",1972,"Mixed grains","QC",66,1780,87900,122000,49400,5771
"14350",1972,"Mixed grains","SK",46,2065,183700,220000,89000,8460
"14351",1972,"Mustard seed","AB",68,1080,10900,25000,10100,744
"14352",1972,"Mustard seed","BC",NA,NA,0,NA,NA,NA
"14353",1972,"Mustard seed","MB",99,935,5700,15000,6100,562
"14354",1972,"Mustard seed","NB",NA,NA,0,NA,NA,NA
"14355",1972,"Mustard seed","NL",NA,NA,0,NA,NA,NA
"14356",1972,"Mustard seed","NS",NA,NA,0,NA,NA,NA
"14357",1972,"Mustard seed","ON",NA,NA,0,NA,NA,NA
"14358",1972,"Mustard seed","PE",NA,NA,0,NA,NA,NA
"14359",1972,"Mustard seed","QC",NA,NA,0,NA,NA,NA
"14360",1972,"Mustard seed","SK",72,920,52200,140000,56700,3738
"14361",1972,"Oats","AB",54,2165,1604000,2400000,972000,87360
"14362",1972,"Oats","BC",52,1815,46300,63000,25500,2430
"14363",1972,"Oats","MB",58,1840,848000,1200000,486000,49500
"14364",1972,"Oats","NB",55,1770,32200,45000,18200,1775
"14365",1972,"Oats","NL",NA,NA,0,NA,NA,NA
"14366",1972,"Oats","NS",58,1980,14050,17500,7100,819
"14367",1972,"Oats","ON",58,1945,499400,635000,257000,29146
"14368",1972,"Oats","PE",58,2095,41550,49000,19850,2399
"14369",1972,"Oats","QC",69,1310,360800,680000,275200,25029
"14370",1972,"Oats","SK",58,1780,1218000,2100000,850500,70310
"14371",1972,"Peas, dry","AB",139,1910,10900,14000,5700,1520
"14372",1972,"Peas, dry","BC",71,2250,1350,1500,600,96
"14373",1972,"Peas, dry","MB",70,1495,27200,45000,18200,1900
"14374",1972,"Peas, dry","NB",NA,NA,0,NA,NA,NA
"14375",1972,"Peas, dry","NL",NA,NA,0,NA,NA,NA
"14376",1972,"Peas, dry","NS",NA,NA,0,NA,NA,NA
"14377",1972,"Peas, dry","ON",104,1155,750,1600,650,78
"14378",1972,"Peas, dry","PE",NA,NA,0,NA,NA,NA
"14379",1972,"Peas, dry","QC",166,1165,350,700,300,58
"14380",1972,"Peas, dry","SK",93,1350,2700,5000,2000,250
"14381",1972,"Rye, all","AB",61,1445,128700,220000,89000,7823
"14382",1972,"Rye, all","BC",50,2000,800,1000,400,40
"14383",1972,"Rye, all","MB",51,1435,46800,81500,32600,2397
"14384",1972,"Rye, all","NB",NA,NA,0,NA,NA,NA
"14385",1972,"Rye, all","NL",NA,NA,0,NA,NA,NA
"14386",1972,"Rye, all","NS",0,0,0,0,0,0
"14387",1972,"Rye, all","ON",43,1890,42200,55000,22300,1827
"14388",1972,"Rye, all","PE",NA,NA,0,NA,NA,NA
"14389",1972,"Rye, all","QC",49,1455,1600,2800,1100,78
"14390",1972,"Rye, all","SK",59,1125,127400,280000,113000,7545
"14391",1972,"Rye, fall remaining","AB",61,1470,119000,NA,NA,7238
"14392",1972,"Rye, fall remaining","BC",NA,NA,0,NA,NA,NA
"14393",1972,"Rye, fall remaining","MB",51,1440,46000,NA,NA,2358
"14394",1972,"Rye, fall remaining","NB",NA,NA,0,NA,NA,NA
"14395",1972,"Rye, fall remaining","NL",NA,NA,0,NA,NA,NA
"14396",1972,"Rye, fall remaining","NS",NA,NA,0,NA,NA,NA
"14397",1972,"Rye, fall remaining","ON",NA,NA,0,NA,NA,NA
"14398",1972,"Rye, fall remaining","PE",NA,NA,0,NA,NA,NA
"14399",1972,"Rye, fall remaining","QC",NA,NA,0,NA,NA,NA
"14400",1972,"Rye, fall remaining","SK",59,1135,119000,NA,NA,7050
"14401",1972,"Rye, spring","AB",60,1215,9700,20000,8000,585
"14402",1972,"Rye, spring","BC",NA,NA,0,NA,NA,NA
"14403",1972,"Rye, spring","MB",49,1335,800,1500,600,39
"14404",1972,"Rye, spring","NB",NA,NA,0,NA,NA,NA
"14405",1972,"Rye, spring","NL",NA,NA,0,NA,NA,NA
"14406",1972,"Rye, spring","NS",NA,NA,0,NA,NA,NA
"14407",1972,"Rye, spring","ON",NA,NA,0,NA,NA,NA
"14408",1972,"Rye, spring","PE",NA,NA,0,NA,NA,NA
"14409",1972,"Rye, spring","QC",NA,NA,0,NA,NA,NA
"14410",1972,"Rye, spring","SK",59,1050,8400,20000,8000,495
"14411",1972,"Soybeans","AB",NA,NA,0,NA,NA,NA
"14412",1972,"Soybeans","BC",NA,NA,0,NA,NA,NA
"14413",1972,"Soybeans","MB",NA,NA,0,NA,NA,NA
"14414",1972,"Soybeans","NB",NA,NA,0,NA,NA,NA
"14415",1972,"Soybeans","NL",NA,NA,0,NA,NA,NA
"14416",1972,"Soybeans","NS",NA,NA,0,NA,NA,NA
"14417",1972,"Soybeans","ON",143,2285,374800,405000,163900,53703
"14418",1972,"Soybeans","PE",NA,NA,0,NA,NA,NA
"14419",1972,"Soybeans","QC",NA,NA,0,NA,NA,NA
"14420",1972,"Soybeans","SK",NA,NA,0,NA,NA,NA
"14421",1972,"Sugar beets","AB",21.2,34100,596200,43325,17500,12665
"14422",1972,"Sugar beets","BC",NA,NA,0,NA,NA,NA
"14423",1972,"Sugar beets","MB",24.3,26300,300100,28098,11400,7301
"14424",1972,"Sugar beets","NB",NA,NA,0,NA,NA,NA
"14425",1972,"Sugar beets","NL",NA,NA,0,NA,NA,NA
"14426",1972,"Sugar beets","NS",NA,NA,0,NA,NA,NA
"14427",1972,"Sugar beets","ON",NA,NA,0,NA,NA,NA
"14428",1972,"Sugar beets","PE",NA,NA,0,NA,NA,NA
"14429",1972,"Sugar beets","QC",16.6,29600,74100,6187,2500,1227
"14430",1972,"Sugar beets","SK",NA,NA,0,NA,NA,NA
"14431",1972,"Sunflower seed","AB",122,845,1350,4000,1600,165
"14432",1972,"Sunflower seed","BC",NA,NA,0,NA,NA,NA
"14433",1972,"Sunflower seed","MB",154,895,68900,190000,76900,10640
"14434",1972,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"14435",1972,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"14436",1972,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"14437",1972,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"14438",1972,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"14439",1972,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"14440",1972,"Sunflower seed","SK",110,730,6800,23000,9300,750
"14441",1972,"Tame hay","AB",23.5,3990,4990000,3100000,1250000,117150
"14442",1972,"Tame hay","BC",31.4,5890,1361000,570000,231000,42675
"14443",1972,"Tame hay","MB",22.1,3700,1814000,1200000,490000,40000
"14444",1972,"Tame hay","NB",22.5,3770,249000,162000,66000,5596
"14445",1972,"Tame hay","NL",NA,NA,0,NA,NA,NA
"14446",1972,"Tame hay","NS",23.5,4250,259000,150000,61000,6099
"14447",1972,"Tame hay","ON",23.5,5830,6375000,2703000,1094000,149675
"14448",1972,"Tame hay","PE",21.8,3610,184000,127000,51000,4019
"14449",1972,"Tame hay","QC",33.3,3430,3678000,2650000,1072000,122431
"14450",1972,"Tame hay","SK",23,3110,2268000,1800000,730000,52250
"14451",1972,"Wheat, all","AB",68,1845,3211000,4300000,1740000,217120
"14452",1972,"Wheat, all","BC",62,1525,70800,115000,46500,4368
"14453",1972,"Wheat, all","MB",68,1785,1878000,2600000,1052000,128340
"14454",1972,"Wheat, all","NB",57,2225,4450,5000,2000,253
"14455",1972,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"14456",1972,"Wheat, all","NS",66,2900,4350,3700,1500,286
"14457",1972,"Wheat, all","ON",63,2895,444600,379000,153700,28105
"14458",1972,"Wheat, all","PE",65,2885,8650,7400,3000,560
"14459",1972,"Wheat, all","QC",74,1240,20600,41000,16600,1524
"14460",1972,"Wheat, all","SK",69,1575,8872000,13900000,5625000,612880
"14461",1972,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"14462",1972,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"14463",1972,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"14464",1972,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"14465",1972,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"14466",1972,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"14467",1972,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"14468",1972,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"14469",1972,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"14470",1972,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"14471",1972,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"14472",1972,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"14473",1972,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"14474",1972,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"14475",1972,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"14476",1972,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"14477",1972,"Wheat, spring","ON",63,2210,12600,14000,5700,795
"14478",1972,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"14479",1972,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"14480",1972,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"14481",1972,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"14482",1972,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"14483",1972,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"14484",1972,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"14485",1972,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"14486",1972,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"14487",1972,"Wheat, winter remaining","ON",63,2920,432000,NA,NA,27310
"14488",1972,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"14489",1972,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"14490",1972,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"14491",1973,"Barley","AB",115,2100,4289000,5300000,2145000,492500
"14492",1973,"Barley","BC",117,1900,130600,170000,68800,15300
"14493",1973,"Barley","MB",115,2125,1807000,2100000,850000,208330
"14494",1973,"Barley","NB",90,1590,6750,10500,4250,606
"14495",1973,"Barley","NL",NA,NA,0,NA,NA,NA
"14496",1973,"Barley","NS",97,1410,3450,6100,2450,334
"14497",1973,"Barley","ON",100,2655,375700,350000,141600,37443
"14498",1973,"Barley","PE",90,1550,11300,18000,7300,1020
"14499",1973,"Barley","QC",110,1320,23000,43000,17400,2539
"14500",1973,"Barley","SK",116,2100,3571000,4300000,1700000,413280
"14501",1973,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"14502",1973,"Beans, all dry (white and coloured)","BC",NA,NA,0,NA,NA,NA
"14503",1973,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"14504",1973,"Beans, all dry (white and coloured)","NB",NA,NA,0,NA,NA,NA
"14505",1973,"Beans, all dry (white and coloured)","NL",NA,NA,0,NA,NA,NA
"14506",1973,"Beans, all dry (white and coloured)","NS",NA,NA,0,NA,NA,NA
"14507",1973,"Beans, all dry (white and coloured)","ON",596,1460,78000,132000,53400,46474
"14508",1973,"Beans, all dry (white and coloured)","PE",NA,NA,0,NA,NA,NA
"14509",1973,"Beans, all dry (white and coloured)","QC",306,1000,700,1700,700,214
"14510",1973,"Beans, all dry (white and coloured)","SK",NA,NA,0,NA,NA,NA
"14511",1973,"Buckwheat","AB",NA,NA,0,0,NA,0
"14512",1973,"Buckwheat","BC",NA,NA,0,NA,NA,NA
"14513",1973,"Buckwheat","MB",172,745,19600,65000,26300,3375
"14514",1973,"Buckwheat","NB",86,1465,1100,1800,750,95
"14515",1973,"Buckwheat","NL",NA,NA,0,NA,NA,NA
"14516",1973,"Buckwheat","NS",NA,NA,0,NA,NA,NA
"14517",1973,"Buckwheat","ON",126,1360,4900,9000,3600,619
"14518",1973,"Buckwheat","PE",NA,NA,0,NA,NA,NA
"14519",1973,"Buckwheat","QC",81,900,4050,11000,4500,329
"14520",1973,"Buckwheat","SK",114,785,1100,3500,1400,125
"14521",1973,"Canola (rapeseed)","AB",251,925,487600,1300000,526100,122550
"14522",1973,"Canola (rapeseed)","BC",252,770,17200,55000,22300,4332
"14523",1973,"Canola (rapeseed)","MB",258,1080,174600,400000,161900,44968
"14524",1973,"Canola (rapeseed)","NB",NA,NA,0,NA,NA,NA
"14525",1973,"Canola (rapeseed)","NL",NA,NA,0,NA,NA,NA
"14526",1973,"Canola (rapeseed)","NS",NA,NA,0,NA,NA,NA
"14527",1973,"Canola (rapeseed)","ON",NA,NA,0,NA,NA,NA
"14528",1973,"Canola (rapeseed)","PE",NA,NA,0,NA,NA,NA
"14529",1973,"Canola (rapeseed)","QC",NA,NA,0,NA,NA,NA
"14530",1973,"Canola (rapeseed)","SK",251,930,544300,1450000,586800,136560
"14531",1973,"Corn for grain","AB",NA,NA,0,NA,NA,NA
"14532",1973,"Corn for grain","BC",NA,NA,0,NA,NA,NA
"14533",1973,"Corn for grain","MB",120,3445,22400,16000,6500,2684
"14534",1973,"Corn for grain","NB",NA,NA,0,NA,NA,NA
"14535",1973,"Corn for grain","NL",NA,NA,0,NA,NA,NA
"14536",1973,"Corn for grain","NS",NA,NA,0,NA,NA,NA
"14537",1973,"Corn for grain","ON",104,5395,2643000,1210000,490000,273678
"14538",1973,"Corn for grain","PE",NA,NA,0,NA,NA,NA
"14539",1973,"Corn for grain","QC",118,4445,214300,119100,48200,25305
"14540",1973,"Corn for grain","SK",NA,NA,0,NA,NA,NA
"14541",1973,"Corn for silage","AB",0,0,0,0,0,0
"14542",1973,"Corn for silage","BC",19.9,40600,272000,16500,6700,5400
"14543",1973,"Corn for silage","MB",13.2,15460,150000,24000,9700,1980
"14544",1973,"Corn for silage","NB",0,0,0,0,0,0
"14545",1973,"Corn for silage","NL",NA,NA,0,NA,NA,NA
"14546",1973,"Corn for silage","NS",0,0,0,0,0,0
"14547",1973,"Corn for silage","ON",11,29180,8491000,720000,291000,93600
"14548",1973,"Corn for silage","PE",0,0,0,0,0,0
"14549",1973,"Corn for silage","QC",12.7,29370,2056000,173000,70000,26104
"14550",1973,"Corn for silage","SK",NA,NA,0,NA,NA,NA
"14551",1973,"Flaxseed","AB",361,910,73700,200000,81000,26593
"14552",1973,"Flaxseed","BC",NA,NA,0,0,NA,0
"14553",1973,"Flaxseed","MB",376,795,193000,600000,243000,72580
"14554",1973,"Flaxseed","NB",NA,NA,0,NA,NA,NA
"14555",1973,"Flaxseed","NL",NA,NA,0,NA,NA,NA
"14556",1973,"Flaxseed","NS",NA,NA,0,NA,NA,NA
"14557",1973,"Flaxseed","ON",NA,NA,0,0,NA,0
"14558",1973,"Flaxseed","PE",NA,NA,0,NA,NA,NA
"14559",1973,"Flaxseed","QC",NA,NA,0,0,NA,0
"14560",1973,"Flaxseed","SK",361,860,226100,650000,263000,81524
"14561",1973,"Lentils","AB",NA,NA,0,NA,NA,NA
"14562",1973,"Lentils","BC",NA,NA,0,NA,NA,NA
